customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST01263,2024-04-06,Tier 2,25-34,Google Search,Platinum,Skin Care,Sensitive,Yes
CUST01264,2024-04-07,Tier 1,18-24,Organic,Silver,Wellness,Combination,Yes
CUST01265,2025-07-02,Tier 1,25-34,Marketplace,Silver,Hair Care,Combination,Yes
CUST01266,2024-04-22,Tier 3,35-44,Instagram,None,Skin Care,Combination,No
CUST01267,2024-02-14,Tier 1,25-34,Organic,Silver,Hair Care,NA,Yes
CUST01268,2024-05-22,Tier 3,18-24,Marketplace,None,Hair Care,NA,Yes
CUST01269,2025-07-10,Tier 2,18-24,Google Search,None,Hair Care,Oily,Yes
CUST01270,2025-06-03,Tier 3,45+,Organic,None,Skin Care,Normal,Yes
CUST01271,2025-07-24,Tier 1,25-34,Organic,None,Hair Care,Normal,Yes
CUST01272,2025-02-04,Tier 1,18-24,Organic,None,Makeup,Normal,Yes
CUST01273,2024-09-06,Tier 3,35-44,Instagram,None,Hair Care,Oily,Yes
CUST01274,2024-03-13,Tier 1,18-24,Referral,Gold,Skin Care,Normal,No
CUST01275,2025-02-27,Tier 1,35-44,Instagram,None,Skin Care,Combination,Yes
CUST01276,2025-01-17,Tier 2,25-34,Organic,Silver,Skin Care,Normal,No
CUST01277,2024-06-10,Tier 2,25-34,Referral,None,Baby Care,Combination,Yes
CUST01278,2024-02-10,Tier 1,25-34,Referral,Silver,Wellness,Sensitive,No
CUST01279,2025-04-26,Tier 1,25-34,Organic,Silver,Makeup,NA,Yes
CUST01280,2024-04-03,Tier 3,35-44,Referral,Silver,Skin Care,NA,Yes
CUST01281,2024-11-16,Tier 1,45+,Instagram,None,Wellness,Dry,No
CUST01282,2025-03-10,Tier 1,35-44,Marketplace,Silver,Fragrance,NA,Yes
CUST01283,2024-11-24,Tier 2,18-24,Referral,None,Makeup,Sensitive,Yes
CUST01284,2024-07-06,Tier 3,35-44,Google Search,None,Makeup,Normal,Yes
CUST01285,2024-05-07,Tier 3,45+,Influencer,None,Skin Care,Sensitive,No
CUST01286,2024-10-10,Tier 2,25-34,Google Search,Platinum,Baby Care,Combination,Yes
CUST01287,2024-07-04,Tier 2,18-24,Influencer,None,Skin Care,Oily,Yes
CUST01288,2025-03-09,Tier 3,18-24,Referral,None,Hair Care,Normal,Yes
CUST01289,2025-09-10,Tier 1,25-34,Referral,Gold,Skin Care,Normal,Yes
CUST01290,2025-01-27,Tier 2,18-24,Influencer,None,Makeup,Sensitive,No
CUST01291,2024-09-04,Tier 1,25-34,Instagram,None,Skin Care,Dry,Yes
CUST01292,2025-04-01,Tier 1,18-24,Instagram,Silver,Hair Care,NA,No
CUST01293,2024-10-05,Tier 2,18-24,Referral,Gold,Hair Care,Oily,Yes
CUST01294,2025-01-16,Tier 1,18-24,Organic,Silver,Skin Care,Combination,Yes
CUST01295,2024-10-24,Tier 1,35-44,Organic,Platinum,Makeup,Normal,Yes
CUST01296,2025-02-02,Tier 1,25-34,Instagram,None,Hair Care,Combination,Yes
CUST01297,2024-09-23,Tier 1,25-34,Organic,Silver,Baby Care,Dry,No
CUST01298,2024-04-02,Tier 1,35-44,Marketplace,None,Skin Care,Normal,No
CUST01299,2024-10-12,Tier 1,35-44,Google Search,None,Skin Care,Oily,Yes
CUST01300,2024-06-29,Tier 2,25-34,Referral,None,Skin Care,Dry,Yes
CUST01301,2024-07-02,Tier 2,25-34,Referral,None,Skin Care,Normal,No
CUST01302,2024-10-05,Tier 1,25-34,Referral,None,Skin Care,Oily,Yes
CUST01303,2025-01-11,Tier 1,25-34,Google Search,None,Skin Care,Dry,Yes
CUST01304,2024-05-19,Tier 2,18-24,Organic,Silver,Hair Care,Normal,No
CUST01305,2025-06-16,Tier 2,25-34,Marketplace,Silver,Makeup,Normal,No
CUST01306,2024-02-07,Tier 2,18-24,Google Search,None,Baby Care,Combination,Yes
CUST01307,2024-01-17,Tier 2,18-24,Marketplace,None,Baby Care,NA,Yes
CUST01308,2024-08-20,Tier 1,45+,Google Search,Silver,Hair Care,Dry,Yes
CUST01309,2024-04-13,Tier 1,25-34,Referral,None,Baby Care,Combination,Yes
CUST01310,2024-02-11,Tier 3,45+,Referral,None,Skin Care,Normal,Yes
CUST01311,2024-10-03,Tier 2,18-24,Marketplace,None,Hair Care,Sensitive,No
CUST01312,2024-02-22,Tier 2,35-44,Organic,Silver,Hair Care,Normal,Yes
CUST01313,2024-03-09,Tier 1,45+,Organic,None,Makeup,NA,No
CUST01314,2024-04-05,Tier 1,25-34,Instagram,None,Skin Care,Dry,Yes
CUST01315,2024-06-04,Tier 2,25-34,Influencer,None,Wellness,Dry,No
CUST01316,2025-04-24,Tier 1,45+,Marketplace,None,Makeup,Sensitive,Yes
CUST01317,2024-09-21,Tier 2,25-34,Influencer,Silver,Baby Care,Sensitive,Yes
CUST01318,2024-10-12,Tier 2,35-44,Google Search,Silver,Hair Care,Sensitive,Yes
CUST01319,2025-02-18,Tier 2,18-24,Organic,None,Fragrance,Normal,Yes
CUST01320,2024-06-05,Tier 2,45+,Referral,None,Hair Care,Normal,Yes
CUST01321,2024-03-08,Tier 3,35-44,Instagram,None,Hair Care,Combination,Yes
CUST01322,2024-08-29,Tier 3,25-34,Influencer,None,Skin Care,Combination,No
CUST01323,2024-06-12,Tier 2,25-34,Organic,None,Skin Care,NA,Yes
CUST01324,2024-06-04,Tier 1,45+,Instagram,None,Wellness,Sensitive,Yes
CUST01325,2024-03-30,Tier 3,18-24,Google Search,None,Baby Care,Oily,Yes
CUST01326,2025-02-04,Tier 2,35-44,Google Search,None,Fragrance,Oily,No
CUST01327,2024-09-23,Tier 2,18-24,Referral,None,Skin Care,Sensitive,Yes
CUST01328,2025-04-08,Tier 2,25-34,Google Search,Silver,Hair Care,Dry,No
CUST01329,2025-04-17,Tier 1,18-24,Instagram,Silver,Skin Care,Oily,No
CUST01330,2024-12-06,Tier 2,35-44,Marketplace,None,Skin Care,NA,Yes
CUST01331,2024-08-02,Tier 2,35-44,Google Search,None,Hair Care,Oily,Yes
CUST01332,2025-05-24,Tier 3,25-34,Organic,Gold,Hair Care,Sensitive,No
CUST01333,2025-08-03,Tier 1,35-44,Organic,None,Skin Care,Oily,Yes
CUST01334,2024-09-02,Tier 2,25-34,Google Search,None,Skin Care,Oily,No
CUST01335,2025-01-16,Tier 1,25-34,Organic,Platinum,Skin Care,Dry,Yes
CUST01336,2025-06-27,Tier 2,25-34,Marketplace,Gold,Skin Care,NA,No
CUST01337,2025-07-05,Tier 2,45+,Google Search,None,Baby Care,Oily,Yes
CUST01338,2025-09-15,Tier 3,25-34,Organic,None,Skin Care,NA,No
CUST01339,2025-02-08,Tier 2,25-34,Instagram,Gold,Hair Care,Combination,Yes
CUST01340,2025-07-02,Tier 2,35-44,Google Search,None,Wellness,NA,No
CUST01341,2025-08-17,Tier 2,18-24,Google Search,None,Skin Care,Combination,Yes
CUST01342,2025-03-15,Tier 2,18-24,Influencer,None,Skin Care,NA,No
CUST01343,2024-06-14,Tier 1,45+,Instagram,None,Wellness,Sensitive,No
CUST01344,2024-06-08,Tier 3,35-44,Instagram,None,Makeup,Sensitive,No
CUST01345,2025-07-01,Tier 1,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST01346,2024-01-19,Tier 2,45+,Influencer,Silver,Wellness,Dry,Yes
CUST01347,2025-05-05,Tier 2,45+,Google Search,None,Hair Care,Combination,Yes
CUST01348,2024-07-13,Tier 2,25-34,Marketplace,Silver,Wellness,NA,Yes
CUST01349,2025-04-13,Tier 2,25-34,Instagram,None,Hair Care,Oily,Yes
CUST01350,2024-12-12,Tier 3,25-34,Influencer,Gold,Skin Care,Oily,Yes
CUST01351,2025-05-21,Tier 2,25-34,Organic,None,Fragrance,NA,Yes
CUST01352,2024-04-19,Tier 1,18-24,Influencer,None,Skin Care,Combination,No
CUST01353,2025-06-27,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST01354,2025-09-09,Tier 1,25-34,Instagram,Platinum,Makeup,Sensitive,No
CUST01355,2024-08-25,Tier 1,18-24,Organic,Silver,Wellness,Oily,No
CUST01356,2024-10-31,Tier 2,45+,Instagram,None,Wellness,Sensitive,No
CUST01357,2024-02-23,Tier 1,18-24,Influencer,None,Fragrance,Oily,Yes
CUST01358,2025-08-28,Tier 3,45+,Google Search,None,Skin Care,Normal,Yes
CUST01359,2024-05-09,Tier 3,18-24,Organic,None,Wellness,Oily,Yes
CUST01360,2024-07-11,Tier 1,25-34,Referral,Silver,Hair Care,Normal,Yes
CUST01361,2025-08-15,Tier 1,25-34,Organic,None,Hair Care,NA,Yes
CUST01362,2024-09-16,Tier 2,35-44,Organic,Silver,Wellness,Dry,Yes
CUST01363,2024-03-14,Tier 1,35-44,Instagram,Gold,Baby Care,NA,Yes
CUST01364,2024-12-15,Tier 1,18-24,Marketplace,Silver,Fragrance,Sensitive,No
CUST01365,2024-07-25,Tier 1,35-44,Google Search,None,Makeup,NA,Yes
CUST01366,2024-01-04,Tier 1,25-34,Organic,Gold,Makeup,Normal,Yes
CUST01367,2024-10-13,Tier 2,18-24,Referral,Silver,Skin Care,Combination,Yes
CUST01368,2024-10-09,Tier 3,35-44,Google Search,None,Hair Care,Dry,Yes
CUST01369,2025-07-18,Tier 3,25-34,Instagram,Silver,Baby Care,NA,Yes
CUST01370,2025-02-17,Tier 2,18-24,Organic,None,Skin Care,Dry,No
CUST01371,2025-06-26,Tier 2,45+,Influencer,None,Wellness,Sensitive,No
CUST01372,2025-05-07,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes
CUST01373,2025-08-01,Tier 1,25-34,Referral,None,Skin Care,Oily,No
CUST01374,2025-05-19,Tier 3,25-34,Instagram,None,Baby Care,Dry,Yes
CUST01375,2024-03-15,Tier 3,18-24,Referral,Silver,Skin Care,Dry,Yes
CUST01376,2025-02-22,Tier 1,18-24,Marketplace,None,Skin Care,Sensitive,No
CUST01377,2025-09-04,Tier 2,25-34,Organic,None,Makeup,Normal,Yes
CUST01378,2025-05-16,Tier 1,35-44,Google Search,None,Skin Care,Normal,Yes
CUST01379,2024-12-31,Tier 2,35-44,Instagram,Silver,Wellness,Normal,Yes
CUST01380,2024-02-16,Tier 1,35-44,Instagram,None,Hair Care,NA,Yes
CUST01381,2024-07-28,Tier 2,25-34,Organic,Gold,Hair Care,NA,Yes
CUST01382,2025-01-18,Tier 1,18-24,Organic,None,Skin Care,Dry,Yes
CUST01383,2024-06-19,Tier 2,25-34,Referral,Silver,Wellness,Normal,No
CUST01384,2024-06-10,Tier 2,35-44,Marketplace,None,Hair Care,Dry,Yes
CUST01385,2024-08-07,Tier 3,45+,Organic,None,Skin Care,Normal,Yes
CUST01386,2024-05-09,Tier 1,45+,Marketplace,Gold,Skin Care,Combination,Yes
CUST01387,2024-02-24,Tier 2,25-34,Instagram,None,Wellness,Normal,No
CUST01388,2024-03-26,Tier 2,25-34,Google Search,None,Skin Care,Dry,Yes
CUST01389,2024-08-13,Tier 1,35-44,Instagram,None,Hair Care,NA,Yes
CUST01390,2024-10-09,Tier 1,45+,Instagram,None,Skin Care,NA,Yes
CUST01391,2024-06-17,Tier 3,35-44,Marketplace,None,Skin Care,Oily,Yes
CUST01392,2025-09-11,Tier 1,18-24,Google Search,None,Skin Care,Normal,Yes
CUST01393,2024-05-31,Tier 2,25-34,Referral,None,Wellness,Oily,Yes
CUST01394,2024-02-13,Tier 2,25-34,Referral,None,Skin Care,Oily,Yes
CUST01395,2024-12-15,Tier 2,18-24,Google Search,None,Hair Care,Oily,Yes
CUST01396,2024-11-25,Tier 1,25-34,Google Search,None,Baby Care,NA,Yes
CUST01397,2024-07-31,Tier 2,25-34,Marketplace,None,Hair Care,Oily,No
CUST01398,2025-06-22,Tier 1,18-24,Google Search,None,Skin Care,Combination,Yes
CUST01399,2024-01-06,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,Yes
CUST01400,2024-07-11,Tier 1,25-34,Google Search,None,Skin Care,NA,Yes
CUST01401,2024-11-10,Tier 1,25-34,Google Search,None,Makeup,Sensitive,No
CUST01402,2024-09-14,Tier 3,18-24,Organic,None,Wellness,Combination,Yes
CUST01403,2024-02-13,Tier 3,18-24,Marketplace,None,Baby Care,Dry,Yes
CUST01404,2024-03-27,Tier 1,25-34,Organic,Gold,Hair Care,Normal,Yes
CUST01405,2025-01-12,Tier 2,25-34,Referral,Gold,Skin Care,NA,No
CUST01406,2024-12-14,Tier 2,18-24,Instagram,Gold,Skin Care,Dry,Yes
CUST01407,2024-09-20,Tier 3,25-34,Instagram,Silver,Fragrance,Oily,Yes
CUST01408,2024-05-06,Tier 2,25-34,Instagram,Silver,Baby Care,Dry,Yes
CUST01409,2024-02-10,Tier 3,35-44,Marketplace,Gold,Wellness,Normal,No
CUST01410,2024-04-07,Tier 2,25-34,Google Search,None,Fragrance,Oily,Yes
CUST01411,2024-01-31,Tier 1,25-34,Google Search,None,Fragrance,Normal,No
CUST01412,2025-05-24,Tier 1,25-34,Influencer,None,Makeup,Combination,No
CUST01413,2024-12-20,Tier 1,18-24,Google Search,None,Skin Care,Normal,Yes
CUST01414,2024-08-24,Tier 2,25-34,Organic,Silver,Makeup,Combination,Yes
CUST01415,2025-09-08,Tier 1,25-34,Referral,None,Hair Care,Oily,Yes
CUST01416,2024-05-13,Tier 1,25-34,Marketplace,Gold,Baby Care,Sensitive,Yes
CUST01417,2024-02-17,Tier 1,25-34,Marketplace,None,Fragrance,Oily,No
CUST01418,2025-01-04,Tier 3,25-34,Instagram,Gold,Skin Care,Dry,Yes
CUST01419,2024-06-28,Tier 1,35-44,Google Search,None,Hair Care,Normal,Yes
CUST01420,2025-03-10,Tier 2,35-44,Instagram,None,Baby Care,Sensitive,Yes
CUST01421,2025-07-21,Tier 2,18-24,Referral,None,Skin Care,Combination,No
CUST01422,2025-02-21,Tier 1,18-24,Google Search,Silver,Skin Care,NA,Yes
CUST01423,2025-06-03,Tier 2,25-34,Marketplace,Silver,Skin Care,Dry,No
CUST01424,2024-06-18,Tier 2,25-34,Referral,Gold,Hair Care,Normal,Yes
CUST01425,2025-07-19,Tier 2,25-34,Marketplace,Silver,Makeup,Combination,Yes
CUST01426,2025-08-16,Tier 3,25-34,Google Search,None,Skin Care,Oily,No
CUST01427,2024-07-18,Tier 3,45+,Instagram,Gold,Fragrance,Dry,Yes
CUST01428,2025-07-27,Tier 1,45+,Marketplace,None,Baby Care,Dry,Yes
CUST01429,2024-02-01,Tier 1,25-34,Instagram,None,Wellness,Dry,Yes
CUST01430,2025-01-05,Tier 3,25-34,Referral,Silver,Baby Care,Oily,No
CUST01431,2025-02-21,Tier 1,35-44,Instagram,Silver,Baby Care,Sensitive,Yes
CUST01432,2025-01-02,Tier 1,25-34,Marketplace,None,Baby Care,Normal,Yes
CUST01433,2024-01-16,Tier 3,25-34,Instagram,Gold,Fragrance,Dry,No
CUST01434,2024-05-03,Tier 1,25-34,Google Search,None,Skin Care,Sensitive,No
CUST01435,2024-06-17,Tier 1,25-34,Instagram,Gold,Hair Care,Combination,No
CUST01436,2025-01-31,Tier 1,25-34,Marketplace,Silver,Hair Care,Oily,Yes
CUST01437,2024-10-12,Tier 2,18-24,Instagram,Silver,Skin Care,Combination,No
CUST01438,2025-03-29,Tier 2,25-34,Instagram,None,Baby Care,Sensitive,Yes
CUST01439,2024-06-15,Tier 3,18-24,Organic,Silver,Makeup,Combination,Yes
CUST01440,2024-04-04,Tier 2,35-44,Marketplace,None,Hair Care,Oily,No
CUST01441,2024-09-26,Tier 3,18-24,Marketplace,None,Wellness,Dry,Yes
CUST01442,2024-11-17,Tier 3,25-34,Instagram,Gold,Hair Care,Combination,Yes
CUST01443,2024-06-17,Tier 1,35-44,Instagram,None,Skin Care,Combination,Yes
CUST01444,2025-05-22,Tier 3,25-34,Google Search,None,Hair Care,NA,Yes
CUST01445,2024-06-21,Tier 1,35-44,Instagram,None,Hair Care,Oily,Yes
CUST01446,2024-09-13,Tier 1,35-44,Referral,Gold,Wellness,NA,No
CUST01447,2024-01-15,Tier 2,35-44,Organic,Gold,Baby Care,Dry,Yes
CUST01448,2024-06-24,Tier 1,25-34,Organic,Silver,Makeup,Combination,Yes
CUST01449,2025-07-06,Tier 1,25-34,Referral,None,Wellness,Combination,Yes
CUST01450,2024-01-24,Tier 2,25-34,Referral,Silver,Hair Care,Oily,Yes
CUST01451,2024-08-29,Tier 2,45+,Organic,Gold,Skin Care,Oily,Yes
CUST01452,2024-08-17,Tier 1,25-34,Instagram,Platinum,Makeup,NA,Yes
CUST01453,2024-04-17,Tier 1,35-44,Instagram,None,Baby Care,Dry,Yes
CUST01454,2025-04-12,Tier 3,35-44,Referral,None,Makeup,Dry,Yes
CUST01455,2024-01-17,Tier 1,45+,Influencer,Gold,Makeup,Normal,Yes
CUST01456,2025-09-04,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes
CUST01457,2024-03-27,Tier 2,25-34,Referral,None,Fragrance,Oily,Yes
CUST01458,2025-07-11,Tier 1,25-34,Instagram,Silver,Baby Care,Oily,No
CUST01459,2024-03-06,Tier 2,35-44,Referral,Silver,Hair Care,Normal,Yes
CUST01460,2024-06-06,Tier 1,35-44,Referral,None,Wellness,Oily,No
CUST01461,2024-07-09,Tier 3,35-44,Google Search,Silver,Fragrance,NA,No
CUST01462,2024-12-05,Tier 2,35-44,Instagram,None,Skin Care,Normal,Yes
CUST01463,2024-07-05,Tier 1,45+,Marketplace,None,Hair Care,Normal,Yes
CUST01464,2025-06-29,Tier 3,35-44,Organic,Gold,Skin Care,Dry,Yes
CUST01465,2025-02-18,Tier 1,18-24,Marketplace,None,Baby Care,Sensitive,No
CUST01466,2025-02-02,Tier 2,18-24,Google Search,Silver,Fragrance,Dry,Yes
CUST01467,2025-05-31,Tier 2,18-24,Google Search,None,Baby Care,Normal,Yes
CUST01468,2024-11-24,Tier 2,35-44,Google Search,None,Skin Care,Sensitive,Yes
CUST01469,2025-08-13,Tier 3,18-24,Influencer,Silver,Skin Care,Dry,Yes
CUST01470,2024-02-08,Tier 1,18-24,Google Search,None,Skin Care,Oily,Yes
CUST01471,2025-01-09,Tier 1,25-34,Google Search,Silver,Wellness,Oily,Yes
CUST01472,2024-09-29,Tier 1,45+,Organic,Silver,Skin Care,Oily,Yes
CUST01473,2024-05-04,Tier 2,35-44,Referral,Silver,Fragrance,Combination,Yes
CUST01474,2025-07-25,Tier 1,35-44,Instagram,None,Hair Care,Combination,Yes
CUST01475,2025-03-01,Tier 2,35-44,Referral,None,Skin Care,Combination,Yes
CUST01476,2024-10-13,Tier 1,25-34,Marketplace,Platinum,Makeup,Sensitive,No
CUST01477,2024-11-07,Tier 3,45+,Influencer,Silver,Hair Care,Sensitive,Yes
CUST01478,2024-06-08,Tier 1,35-44,Instagram,Silver,Skin Care,Dry,Yes
CUST01479,2024-11-29,Tier 1,35-44,Instagram,None,Skin Care,Dry,Yes
CUST01480,2024-10-17,Tier 3,25-34,Referral,None,Baby Care,NA,Yes
CUST01481,2024-08-15,Tier 3,25-34,Organic,Silver,Skin Care,Combination,Yes
CUST01482,2024-06-20,Tier 1,45+,Influencer,None,Skin Care,Dry,Yes
CUST01483,2024-03-05,Tier 2,18-24,Organic,Silver,Baby Care,Normal,Yes
CUST01484,2024-09-07,Tier 2,25-34,Instagram,None,Hair Care,Normal,Yes
CUST01485,2025-04-11,Tier 1,18-24,Google Search,None,Skin Care,Sensitive,Yes
CUST01486,2025-08-07,Tier 1,45+,Marketplace,None,Makeup,NA,No
CUST01487,2024-04-14,Tier 2,25-34,Instagram,None,Skin Care,Combination,Yes
CUST01488,2024-08-10,Tier 2,45+,Influencer,Gold,Wellness,Sensitive,Yes
CUST01489,2024-08-07,Tier 3,35-44,Influencer,Silver,Makeup,NA,No
CUST01490,2024-05-27,Tier 1,25-34,Marketplace,Silver,Skin Care,Normal,No
CUST01491,2024-09-30,Tier 2,25-34,Marketplace,Silver,Fragrance,Dry,Yes
CUST01492,2024-12-06,Tier 1,25-34,Organic,Silver,Baby Care,NA,Yes
CUST01493,2025-08-19,Tier 1,25-34,Instagram,None,Skin Care,Dry,Yes
CUST01494,2024-04-25,Tier 2,18-24,Organic,None,Wellness,Normal,Yes
CUST01495,2024-04-10,Tier 1,18-24,Marketplace,Silver,Skin Care,Dry,Yes
CUST01496,2025-09-13,Tier 2,35-44,Referral,None,Fragrance,Combination,Yes
CUST01497,2025-01-16,Tier 1,35-44,Instagram,None,Wellness,Oily,Yes
CUST01498,2024-03-24,Tier 3,35-44,Referral,None,Skin Care,Dry,No
CUST01499,2024-04-05,Tier 1,18-24,Referral,Silver,Makeup,Normal,No
CUST01500,2024-10-10,Tier 2,25-34,Instagram,Silver,Skin Care,Oily,Yes
CUST01501,2025-05-26,Tier 3,18-24,Instagram,None,Skin Care,Dry,Yes
CUST01502,2025-04-16,Tier 2,25-34,Instagram,None,Makeup,NA,Yes
CUST01503,2024-07-04,Tier 2,18-24,Instagram,None,Hair Care,NA,No
CUST01504,2024-08-07,Tier 2,18-24,Referral,None,Baby Care,NA,Yes
CUST01505,2025-06-17,Tier 2,18-24,Google Search,None,Skin Care,Normal,Yes
CUST01506,2024-01-09,Tier 1,25-34,Instagram,Silver,Hair Care,Oily,No
CUST01507,2024-12-24,Tier 3,35-44,Instagram,Silver,Baby Care,Dry,Yes
CUST01508,2025-08-20,Tier 1,25-34,Instagram,Platinum,Skin Care,Sensitive,Yes
CUST01509,2025-01-31,Tier 3,25-34,Instagram,None,Wellness,NA,No
CUST01510,2025-03-08,Tier 2,18-24,Referral,None,Skin Care,Dry,Yes
CUST01511,2025-03-17,Tier 2,25-34,Google Search,None,Fragrance,Normal,Yes
CUST01512,2024-06-11,Tier 2,35-44,Marketplace,None,Makeup,Sensitive,Yes
CUST01513,2025-02-19,Tier 2,45+,Organic,None,Hair Care,Sensitive,Yes
CUST01514,2024-12-22,Tier 2,25-34,Instagram,None,Hair Care,Oily,Yes
CUST01515,2024-02-15,Tier 2,25-34,Organic,None,Skin Care,Oily,No
CUST01516,2025-04-05,Tier 2,25-34,Instagram,None,Hair Care,Normal,Yes
CUST01517,2024-04-19,Tier 1,18-24,Marketplace,Platinum,Makeup,Combination,Yes
CUST01518,2024-02-25,Tier 1,25-34,Instagram,None,Fragrance,Sensitive,No
CUST01519,2025-02-14,Tier 2,18-24,Instagram,None,Skin Care,Normal,No
CUST01520,2025-09-02,Tier 1,25-34,Instagram,None,Skin Care,NA,No
CUST01521,2025-03-26,Tier 3,45+,Organic,None,Skin Care,Sensitive,Yes
CUST01522,2025-05-01,Tier 1,18-24,Google Search,None,Skin Care,Sensitive,Yes
CUST01523,2025-04-02,Tier 2,25-34,Instagram,None,Skin Care,NA,Yes
CUST01524,2025-07-30,Tier 3,35-44,Marketplace,None,Skin Care,Dry,Yes
CUST01525,2024-09-18,Tier 2,25-34,Organic,None,Fragrance,Combination,No
CUST01526,2024-08-17,Tier 1,25-34,Marketplace,Silver,Fragrance,Combination,Yes
CUST01527,2024-04-11,Tier 2,18-24,Influencer,None,Baby Care,Dry,Yes
CUST01528,2025-06-11,Tier 2,35-44,Marketplace,Gold,Wellness,Combination,No
CUST01529,2025-03-17,Tier 3,35-44,Instagram,None,Skin Care,Combination,No
CUST01530,2024-02-26,Tier 2,35-44,Marketplace,Silver,Makeup,Sensitive,Yes
CUST01531,2024-03-26,Tier 2,25-34,Marketplace,None,Baby Care,Normal,Yes
CUST01532,2024-01-23,Tier 2,35-44,Marketplace,Platinum,Wellness,Normal,Yes
CUST01533,2025-02-12,Tier 1,35-44,Instagram,Silver,Hair Care,Sensitive,Yes
CUST01534,2025-06-03,Tier 3,25-34,Referral,None,Skin Care,Normal,Yes
CUST01535,2024-07-03,Tier 1,35-44,Instagram,Silver,Skin Care,NA,Yes
CUST01536,2025-08-27,Tier 1,25-34,Marketplace,None,Hair Care,Combination,No
CUST01537,2025-05-03,Tier 1,35-44,Instagram,None,Makeup,Sensitive,No
CUST01538,2025-03-13,Tier 3,18-24,Marketplace,None,Skin Care,NA,Yes
CUST01539,2025-04-16,Tier 3,25-34,Marketplace,Silver,Skin Care,NA,Yes
CUST01540,2025-01-20,Tier 1,25-34,Google Search,Silver,Skin Care,Combination,Yes
CUST01541,2024-12-12,Tier 1,18-24,Influencer,None,Makeup,NA,Yes
CUST01542,2025-08-10,Tier 2,45+,Google Search,None,Makeup,Dry,Yes
CUST01543,2025-05-06,Tier 3,18-24,Referral,Silver,Skin Care,Oily,Yes
CUST01544,2024-04-25,Tier 2,25-34,Marketplace,None,Makeup,Normal,Yes
CUST01545,2025-02-21,Tier 1,18-24,Marketplace,Gold,Hair Care,Dry,Yes
CUST01546,2024-12-06,Tier 2,35-44,Influencer,None,Wellness,Sensitive,Yes
CUST01547,2024-02-02,Tier 2,35-44,Google Search,Silver,Hair Care,Oily,Yes
CUST01548,2024-03-07,Tier 1,35-44,Google Search,None,Makeup,NA,Yes
CUST01549,2025-02-14,Tier 2,25-34,Instagram,None,Skin Care,Normal,No
CUST01550,2024-07-08,Tier 2,45+,Influencer,None,Baby Care,Normal,Yes
CUST01551,2025-07-16,Tier 3,25-34,Google Search,None,Fragrance,Oily,Yes
CUST01552,2024-02-20,Tier 2,18-24,Marketplace,Silver,Skin Care,NA,No
CUST01553,2024-02-15,Tier 1,25-34,Instagram,Silver,Skin Care,Normal,Yes
CUST01554,2024-11-17,Tier 3,25-34,Marketplace,None,Baby Care,Sensitive,Yes
CUST01555,2025-08-31,Tier 2,25-34,Organic,None,Wellness,Sensitive,Yes
CUST01556,2024-10-07,Tier 2,35-44,Referral,None,Hair Care,Oily,Yes
CUST01557,2024-11-14,Tier 3,25-34,Referral,None,Baby Care,Oily,Yes
CUST01558,2024-08-14,Tier 2,18-24,Marketplace,None,Skin Care,Sensitive,Yes
CUST01559,2024-07-07,Tier 1,35-44,Google Search,None,Baby Care,Normal,Yes
CUST01560,2025-03-11,Tier 1,18-24,Instagram,None,Wellness,Combination,Yes
CUST01561,2025-02-14,Tier 1,18-24,Instagram,None,Skin Care,Sensitive,Yes
CUST01562,2025-05-30,Tier 1,35-44,Organic,Silver,Wellness,Oily,No
CUST01563,2025-06-12,Tier 2,45+,Referral,None,Skin Care,Oily,Yes
CUST01564,2024-01-14,Tier 1,45+,Instagram,Silver,Makeup,Dry,Yes
CUST01565,2024-06-17,Tier 2,18-24,Instagram,Silver,Hair Care,Dry,Yes
CUST01566,2025-06-29,Tier 2,18-24,Influencer,Silver,Hair Care,Sensitive,No
CUST01567,2024-08-26,Tier 3,25-34,Google Search,Silver,Wellness,Oily,Yes
CUST01568,2024-10-19,Tier 1,25-34,Instagram,None,Fragrance,Oily,Yes
CUST01569,2024-10-19,Tier 2,35-44,Marketplace,Platinum,Makeup,Normal,No
CUST01570,2025-02-11,Tier 1,35-44,Google Search,Silver,Makeup,Combination,Yes
CUST01571,2024-06-22,Tier 3,35-44,Google Search,None,Baby Care,Oily,Yes
CUST01572,2024-12-02,Tier 1,35-44,Google Search,Platinum,Wellness,Sensitive,Yes
CUST01573,2024-08-22,Tier 1,25-34,Google Search,None,Wellness,NA,No
CUST01574,2025-02-09,Tier 2,25-34,Referral,None,Hair Care,Dry,Yes
CUST01575,2024-09-25,Tier 3,25-34,Instagram,None,Hair Care,Oily,Yes
CUST01576,2024-04-19,Tier 2,18-24,Marketplace,Silver,Makeup,Dry,Yes
CUST01577,2025-06-08,Tier 3,35-44,Marketplace,Silver,Baby Care,Combination,No
CUST01578,2025-09-05,Tier 3,18-24,Google Search,None,Skin Care,Combination,Yes
CUST01579,2024-08-26,Tier 1,18-24,Marketplace,Silver,Makeup,Combination,Yes
