ticket_id,customer_id,ticket_date,issue_type,support_channel,resolution_hours,sentiment_score,reopened
TKT001495,CUST01820,2024-09-15,damaged_item,email,22.3,-0.91,0
TKT001496,CUST01822,2025-08-16,late_delivery,email,14.8,0.69,0
TKT001497,CUST01824,2024-07-30,damaged_item,email,22.8,0.18,0
TKT001498,CUST01824,2024-07-22,damaged_item,email,19.4,0.32,1
TKT001499,CUST01825,2025-09-20,general_query,email,1,0.01,0
TKT001500,CUST01829,2024-05-01,damaged_item,call,20.4,-0.94,0
TKT001501,CUST01830,2025-09-15,refund_delay,chat,26.6,-1,1
TKT001502,CUST01831,2025-09-25,payment_issue,chat,33.4,-1,0
TKT001503,CUST01832,2025-06-12,wrong_item,chat,1,0.49,0
TKT001504,CUST01836,2024-12-27,late_delivery,email,34.8,-0.43,0
TKT001505,CUST01841,2024-12-31,product_reaction,email,35.8,-0.37,0
TKT001506,CUST01844,2024-03-11,late_delivery,email,38.5,0.59,0
TKT001507,CUST01846,2024-07-02,wrong_item,chat,21.9,-0.19,0
TKT001508,CUST01846,2025-03-15,wrong_item,email,19.9,-0.18,0
TKT001509,CUST01846,2024-10-08,damaged_item,email,36.1,-1,0
TKT001510,CUST01846,2024-05-24,general_query,call,38.2,-0.78,1
TKT001511,CUST01848,2024-12-01,damaged_item,chat,26.0,0.59,0
TKT001512,CUST01852,2025-08-15,refund_delay,email,25.5,-0.39,0
TKT001513,CUST01853,2025-01-16,general_query,chat,19.8,-1,0
TKT001514,CUST01853,2025-03-27,damaged_item,email,4.8,-0.04,0
TKT001515,CUST01853,2024-10-25,general_query,call,22.9,-0.38,0
TKT001516,CUST01855,2025-06-06,payment_issue,call,4.6,0.29,0
TKT001517,CUST01855,2025-07-22,refund_delay,chat,39.1,-0.8,1
TKT001518,CUST01855,2025-01-12,product_reaction,chat,43.0,-0.38,0
TKT001519,CUST01856,2025-03-07,product_reaction,chat,39.7,-1,0
TKT001520,CUST01856,2024-04-20,general_query,chat,32.3,-1,0
TKT001521,CUST01856,2024-03-22,general_query,call,12.9,-0.07,1
TKT001522,CUST01857,2024-08-20,general_query,email,23.7,0.18,0
TKT001523,CUST01857,2024-11-27,refund_delay,chat,45.0,-0.66,0
TKT001524,CUST01857,2024-08-15,refund_delay,email,67.4,-1,0
TKT001525,CUST01857,2024-07-24,payment_issue,call,31.9,-0.81,0
TKT001526,CUST01857,2024-07-15,payment_issue,email,50.8,-0.47,1
TKT001527,CUST01858,2025-09-12,product_reaction,chat,45.9,-1,0
TKT001528,CUST01860,2025-09-30,late_delivery,call,8.8,0.24,1
TKT001529,CUST01860,2025-07-22,product_reaction,email,38.4,-1,0
TKT001530,CUST01865,2025-05-20,general_query,email,25.9,-0.98,1
TKT001531,CUST01865,2025-08-09,late_delivery,chat,18.9,0.56,0
TKT001532,CUST01866,2025-07-23,general_query,call,25.0,-0.27,0
TKT001533,CUST01869,2024-10-27,damaged_item,call,26.2,0.14,0
TKT001534,CUST01870,2025-05-09,product_reaction,call,11.0,-1,1
TKT001535,CUST01870,2024-12-20,late_delivery,email,1,0.11,0
TKT001536,CUST01871,2025-06-23,refund_delay,chat,21.7,-0.2,0
TKT001537,CUST01872,2025-08-31,damaged_item,call,22.9,-0.69,1
TKT001538,CUST01872,2025-02-06,general_query,chat,1,-0.08,0
TKT001539,CUST01875,2024-05-05,damaged_item,email,7.1,-0.99,0
TKT001540,CUST01875,2024-04-17,general_query,email,19.1,0.93,0
TKT001541,CUST01877,2025-04-05,product_reaction,email,29.7,-0.64,0
TKT001542,CUST01877,2025-08-26,refund_delay,email,26.1,-0.82,0
TKT001543,CUST01879,2025-09-14,product_reaction,email,49.5,-1,0
TKT001544,CUST01880,2025-01-05,product_reaction,call,45.0,-0.52,0
TKT001545,CUST01881,2025-06-09,late_delivery,chat,27.4,-0.83,0
TKT001546,CUST01881,2025-09-25,damaged_item,chat,17.8,-0.41,0
TKT001547,CUST01881,2024-09-11,product_reaction,email,35.2,-0.84,0
TKT001548,CUST01881,2024-11-01,damaged_item,chat,16.2,0.08,0
TKT001549,CUST01883,2025-09-07,late_delivery,call,42.1,-1,0
TKT001550,CUST01884,2024-08-26,refund_delay,call,32.1,-1,1
TKT001551,CUST01885,2025-02-20,general_query,call,31.7,-0.19,0
TKT001552,CUST01887,2024-12-30,wrong_item,chat,39.9,-0.33,0
TKT001553,CUST01888,2025-01-03,general_query,email,2.7,0.3,1
TKT001554,CUST01891,2025-02-16,late_delivery,email,10.0,-0.19,0
TKT001555,CUST01891,2025-03-03,general_query,chat,13.7,-0.63,0
TKT001556,CUST01893,2024-09-10,refund_delay,email,32.1,-0.8,1
TKT001557,CUST01893,2025-04-05,payment_issue,email,18.1,-0.05,0
TKT001558,CUST01897,2025-01-28,refund_delay,email,46.8,-0.5,1
TKT001559,CUST01899,2025-08-11,damaged_item,call,11.0,-0.74,0
TKT001560,CUST01900,2024-07-12,late_delivery,call,19.1,-0.13,0
TKT001561,CUST01903,2024-03-11,product_reaction,chat,53.9,-1,0
TKT001562,CUST01903,2024-03-12,product_reaction,call,52.3,-1,1
TKT001563,CUST01903,2025-03-30,late_delivery,call,3.9,-0.32,0
TKT001564,CUST01903,2024-10-16,damaged_item,chat,51.3,-1,0
TKT001565,CUST01904,2025-06-07,damaged_item,call,19.3,-0.13,0
TKT001566,CUST01904,2025-08-26,product_reaction,call,32.9,-0.11,0
TKT001567,CUST01904,2025-05-17,general_query,chat,21.0,0.35,0
TKT001568,CUST01905,2025-09-29,product_reaction,call,38.7,-0.62,0
TKT001569,CUST01911,2025-08-29,damaged_item,call,24.7,-0.46,0
TKT001570,CUST01911,2025-05-28,wrong_item,call,53.2,-0.67,0
TKT001571,CUST01912,2025-05-31,wrong_item,chat,24.0,-0.07,0
TKT001572,CUST01914,2025-02-08,late_delivery,call,2.3,0.04,0
TKT001573,CUST01914,2024-08-22,late_delivery,call,39.7,0.5,1
TKT001574,CUST01920,2024-03-14,damaged_item,chat,9.9,-0.92,0
TKT001575,CUST01921,2025-01-28,refund_delay,chat,22.1,-0.34,0
TKT001576,CUST01928,2025-01-29,late_delivery,call,32.1,-1,0
TKT001577,CUST01938,2025-06-03,product_reaction,call,38.9,-0.65,1
TKT001578,CUST01938,2025-03-30,damaged_item,email,20.2,-0.98,1
TKT001579,CUST01939,2025-04-17,late_delivery,email,18.7,-0.49,0
TKT001580,CUST01940,2025-07-01,damaged_item,email,10.6,0.2,0
TKT001581,CUST01941,2025-07-27,late_delivery,chat,25.6,-0.45,0
TKT001582,CUST01941,2024-07-07,damaged_item,email,22.3,-1,0
TKT001583,CUST01943,2024-10-26,damaged_item,email,7.7,-0.04,0
TKT001584,CUST01944,2025-01-27,damaged_item,email,16.3,-0.04,0
TKT001585,CUST01944,2024-04-24,late_delivery,call,21.8,-0.2,0
TKT001586,CUST01946,2025-06-12,damaged_item,chat,9.9,-0.38,1
TKT001587,CUST01946,2025-01-23,refund_delay,email,35.6,-0.29,0
TKT001588,CUST01948,2025-04-18,payment_issue,call,23.9,-0.67,0
TKT001589,CUST01949,2024-08-26,product_reaction,email,25.0,0.01,0
TKT001590,CUST01951,2025-02-16,damaged_item,call,27.2,-0.22,0
TKT001591,CUST01954,2024-10-08,refund_delay,call,41.1,-1,0
TKT001592,CUST01954,2025-01-27,wrong_item,email,13.8,-0.16,1
TKT001593,CUST01954,2024-10-23,late_delivery,email,1.6,-0.54,1
TKT001594,CUST01955,2025-09-16,wrong_item,chat,34.9,-0.63,0
TKT001595,CUST01955,2025-05-17,wrong_item,chat,12.6,-0.18,0
TKT001596,CUST01957,2025-03-15,general_query,email,1,0.23,0
TKT001597,CUST01958,2025-04-01,general_query,chat,5.7,-0.35,0
TKT001598,CUST01958,2025-03-29,wrong_item,chat,24.9,-0.88,0
TKT001599,CUST01958,2025-02-05,payment_issue,call,21.8,0.08,0
TKT001600,CUST01958,2025-01-17,general_query,call,2.6,-0.25,0
TKT001601,CUST01961,2025-01-26,damaged_item,call,3.9,-0.06,0
TKT001602,CUST01961,2025-01-07,product_reaction,chat,51.4,-0.17,0
TKT001603,CUST01962,2024-10-05,damaged_item,email,24.2,-0.37,0
TKT001604,CUST01962,2025-03-26,general_query,call,27.3,-0.95,1
TKT001605,CUST01965,2025-03-20,product_reaction,call,65.1,-0.9,1
TKT001606,CUST01966,2024-04-21,refund_delay,email,34.7,-1,0
TKT001607,CUST01967,2025-09-04,general_query,email,31.8,-0.1,0
TKT001608,CUST01967,2024-07-17,wrong_item,email,33.9,-0.24,0
TKT001609,CUST01968,2025-08-08,payment_issue,chat,24.1,-0.89,0
TKT001610,CUST01969,2025-07-20,damaged_item,chat,17.9,0.52,0
TKT001611,CUST01971,2025-09-21,general_query,email,44.7,-1,0
TKT001612,CUST01972,2025-04-06,refund_delay,call,20.7,-0.98,1
TKT001613,CUST01972,2025-04-22,late_delivery,email,20.3,0.56,0
TKT001614,CUST01974,2024-05-06,payment_issue,email,21.7,-0.47,0
TKT001615,CUST01974,2025-08-08,late_delivery,call,15.7,0.17,0
TKT001616,CUST01975,2024-07-15,refund_delay,call,12.2,0.21,0
TKT001617,CUST01976,2025-05-24,late_delivery,call,20.2,-0.94,0
TKT001618,CUST01976,2025-06-18,refund_delay,chat,41.1,-1,1
TKT001619,CUST01976,2025-07-02,payment_issue,call,14.4,-0.52,0
TKT001620,CUST01977,2025-08-02,wrong_item,email,19.2,-0.47,1
TKT001621,CUST01978,2024-06-06,payment_issue,chat,34.3,-0.44,0
TKT001622,CUST01978,2025-05-08,damaged_item,call,24.3,-0.4,1
TKT001623,CUST01980,2024-07-25,refund_delay,call,43.6,-1,0
TKT001624,CUST01981,2025-03-06,product_reaction,email,29.9,-1,0
TKT001625,CUST01982,2025-08-28,refund_delay,call,17.0,-0.27,0
TKT001626,CUST01982,2025-01-01,refund_delay,email,14.0,0.12,0
TKT001627,CUST01984,2025-07-09,damaged_item,call,10.2,-0.34,0
TKT001628,CUST01984,2025-07-22,damaged_item,chat,12.9,0.38,0
TKT001629,CUST01986,2025-03-15,refund_delay,call,33.9,-0.72,1
TKT001630,CUST01986,2025-06-23,damaged_item,chat,37.1,-1,0
TKT001631,CUST01986,2025-02-25,damaged_item,email,37.6,-0.97,1
TKT001632,CUST01991,2025-05-13,wrong_item,email,33.4,0.1,0
TKT001633,CUST01991,2025-07-29,damaged_item,call,19.4,-1,1
TKT001634,CUST01993,2025-07-09,damaged_item,call,1.8,-0.62,0
TKT001635,CUST01993,2025-03-30,general_query,call,37.1,-1,1
TKT001636,CUST01995,2025-04-06,general_query,call,5.8,-0.72,0
TKT001637,CUST01998,2025-09-30,late_delivery,call,27.8,-0.41,1
TKT001638,CUST01998,2025-01-19,refund_delay,call,39.4,-1,0
TKT001639,CUST02000,2024-04-17,wrong_item,email,24.6,-0.51,0
TKT001640,CUST02000,2024-11-25,damaged_item,chat,1,0.84,0
TKT001641,CUST02002,2024-07-31,general_query,chat,13.1,0.32,0
TKT001642,CUST02005,2025-02-05,late_delivery,email,13.1,-0.54,0
TKT001643,CUST02007,2025-02-24,damaged_item,email,7.8,0.46,0
TKT001644,CUST02008,2025-02-17,product_reaction,call,33.8,-1,1
TKT001645,CUST02008,2024-10-09,refund_delay,chat,38.7,0.32,0
TKT001646,CUST02009,2025-08-20,late_delivery,call,15.5,-0.13,0
TKT001647,CUST02012,2025-09-27,late_delivery,email,17.4,-0.05,0
TKT001648,CUST02018,2025-08-18,general_query,email,30.6,-0.48,1
TKT001649,CUST02019,2024-06-24,late_delivery,call,18.1,-0.35,0
TKT001650,CUST02019,2025-07-06,wrong_item,chat,10.7,-0.84,0
TKT001651,CUST02021,2025-09-25,refund_delay,call,34.2,-0.52,1
TKT001652,CUST02022,2025-08-26,refund_delay,email,33.6,-0.71,0
TKT001653,CUST02029,2025-07-20,general_query,email,16.7,0.67,0
TKT001654,CUST02035,2025-06-22,late_delivery,email,15.5,-0.44,0
TKT001655,CUST02037,2025-09-30,general_query,chat,9.3,-0.37,0
TKT001656,CUST02037,2024-12-21,payment_issue,call,35.2,-0.29,0
TKT001657,CUST02038,2024-01-13,refund_delay,chat,42.0,-0.97,1
TKT001658,CUST02039,2025-04-10,product_reaction,call,52.2,-0.85,0
TKT001659,CUST02041,2025-09-17,late_delivery,email,31.5,-0.44,0
TKT001660,CUST02041,2025-04-11,product_reaction,call,44.8,-0.21,0
TKT001661,CUST02042,2025-07-06,late_delivery,call,27.6,-0.64,0
TKT001662,CUST02044,2025-04-19,damaged_item,call,19.8,-0.34,0
TKT001663,CUST02046,2024-07-12,general_query,chat,16.8,0.39,0
TKT001664,CUST02046,2024-11-04,late_delivery,chat,32.1,-1,0
TKT001665,CUST02049,2025-03-25,late_delivery,email,48.0,-1,1
TKT001666,CUST02050,2025-09-19,payment_issue,chat,16.0,0.43,0
TKT001667,CUST02051,2025-07-10,general_query,chat,1,-0.02,0
TKT001668,CUST02054,2025-03-29,late_delivery,call,47.1,-1,0
TKT001669,CUST02059,2025-07-08,general_query,chat,10.1,-0.76,0
TKT001670,CUST02060,2025-08-15,general_query,call,40.1,-0.56,0
TKT001671,CUST02060,2025-09-08,general_query,email,4.3,0.39,0
TKT001672,CUST02061,2025-06-24,late_delivery,call,8.0,0.12,0
TKT001673,CUST02061,2025-06-21,late_delivery,call,30.8,-0.87,0
TKT001674,CUST02063,2025-07-04,late_delivery,email,25.2,-1,0
TKT001675,CUST02064,2025-07-31,damaged_item,call,33.1,-0.67,1
TKT001676,CUST02065,2024-07-12,payment_issue,call,15.2,-0.55,0
TKT001677,CUST02066,2025-08-24,product_reaction,call,35.3,-0.59,1
TKT001678,CUST02067,2025-08-14,general_query,email,28.1,-0.62,0
TKT001679,CUST02067,2025-06-25,wrong_item,chat,26.6,-0.26,0
TKT001680,CUST02067,2025-06-23,refund_delay,call,34.5,-0.66,0
TKT001681,CUST02070,2025-07-22,general_query,chat,15.3,-0.56,0
TKT001682,CUST02072,2025-04-29,general_query,chat,25.7,-0.5,0
TKT001683,CUST02075,2025-01-05,late_delivery,call,23.9,-1,0
TKT001684,CUST02078,2025-03-29,refund_delay,call,42.5,-1,1
TKT001685,CUST02078,2025-06-24,late_delivery,email,11.0,-0.04,0
TKT001686,CUST02078,2025-05-20,refund_delay,call,13.3,0.21,0
TKT001687,CUST02079,2025-09-12,refund_delay,call,41.3,-1,0
TKT001688,CUST02079,2024-10-30,wrong_item,chat,1,0.39,1
TKT001689,CUST02079,2024-08-23,wrong_item,call,13.7,-1,0
TKT001690,CUST02080,2025-04-14,payment_issue,call,32.9,-1,1
TKT001691,CUST02081,2024-10-11,refund_delay,call,42.5,0.04,0
TKT001692,CUST02081,2025-03-01,late_delivery,call,23.3,-0.04,0
TKT001693,CUST02088,2025-08-31,general_query,email,36.3,-1,0
TKT001694,CUST02090,2025-07-19,product_reaction,chat,46.5,-0.57,0
TKT001695,CUST02092,2024-10-08,refund_delay,chat,40.2,-1,0
TKT001696,CUST02095,2025-04-22,refund_delay,email,33.2,-1,0
TKT001697,CUST02097,2025-03-04,wrong_item,call,32.9,-1,0
TKT001698,CUST02100,2024-12-25,payment_issue,chat,47.8,-0.5,0
TKT001699,CUST02100,2024-11-16,late_delivery,chat,38.9,-1,1
TKT001700,CUST02101,2025-06-05,late_delivery,chat,18.9,-0.45,0
TKT001701,CUST02101,2025-07-02,refund_delay,chat,13.9,-0.28,0
TKT001702,CUST02103,2025-07-05,damaged_item,email,16.5,0.65,0
TKT001703,CUST02105,2025-05-25,general_query,chat,10.4,-0.23,0
TKT001704,CUST02105,2025-05-13,general_query,call,11.5,-0.5,0
TKT001705,CUST02106,2024-05-31,general_query,chat,18.0,-0.47,0
TKT001706,CUST02106,2024-12-08,general_query,call,17.1,0.14,0
TKT001707,CUST02106,2025-07-26,late_delivery,email,37.7,-1,0
TKT001708,CUST02108,2025-08-27,damaged_item,email,34.4,-0.45,0
TKT001709,CUST02108,2025-09-28,general_query,email,7.6,-0.55,0
TKT001710,CUST02109,2025-03-27,refund_delay,chat,16.7,0.38,0
TKT001711,CUST02114,2025-03-03,late_delivery,call,13.8,0.29,0
TKT001712,CUST02116,2025-05-05,wrong_item,call,34.5,0.21,0
TKT001713,CUST02119,2025-08-21,refund_delay,call,73.8,-1,0
TKT001714,CUST02119,2025-05-13,damaged_item,email,19.4,0.15,0
TKT001715,CUST02120,2024-10-19,refund_delay,call,31.2,-0.99,0
TKT001716,CUST02125,2025-05-24,late_delivery,chat,17.9,-0.31,0
TKT001717,CUST02130,2025-03-21,late_delivery,email,32.3,-0.71,0
TKT001718,CUST02130,2025-07-10,payment_issue,call,28.1,-0.58,0
TKT001719,CUST02131,2025-04-17,wrong_item,call,30.2,-0.96,0
TKT001720,CUST02133,2025-06-19,late_delivery,call,26.2,-1,0
TKT001721,CUST02134,2025-01-07,late_delivery,chat,19.1,0.25,0
TKT001722,CUST02135,2025-08-03,general_query,call,18.9,0.08,1
TKT001723,CUST02136,2024-03-26,general_query,chat,8.3,-0.12,0
TKT001724,CUST02137,2025-05-30,refund_delay,chat,54.1,-0.84,0
TKT001725,CUST02137,2024-11-10,general_query,call,24.4,-0.41,0
TKT001726,CUST02138,2025-03-29,wrong_item,call,35.0,-0.52,0
TKT001727,CUST02140,2024-09-30,refund_delay,email,48.2,-1,0
TKT001728,CUST02151,2025-08-30,product_reaction,email,46.2,-0.95,0
TKT001729,CUST02152,2025-02-08,product_reaction,call,38.6,-0.31,1
TKT001730,CUST02153,2025-07-23,damaged_item,email,27.9,-0.97,1
TKT001731,CUST02153,2024-10-07,payment_issue,email,17.5,-0.1,1
TKT001732,CUST02154,2025-06-26,payment_issue,email,27.6,-0.78,0
TKT001733,CUST02154,2025-03-12,late_delivery,chat,19.7,-0.79,0
TKT001734,CUST02154,2024-08-04,late_delivery,email,1,-0.31,0
TKT001735,CUST02158,2024-10-20,late_delivery,chat,25.5,-0.95,0
TKT001736,CUST02160,2025-02-13,damaged_item,call,16.1,0.2,0
TKT001737,CUST02160,2025-09-30,refund_delay,email,54.7,-1,1
TKT001738,CUST02161,2024-11-20,wrong_item,chat,1,-0.03,0
TKT001739,CUST02163,2025-04-29,payment_issue,call,22.0,0.11,0
TKT001740,CUST02164,2025-08-24,late_delivery,chat,11.2,0.04,0
TKT001741,CUST02166,2025-09-11,late_delivery,chat,12.4,0.58,0
TKT001742,CUST02168,2025-04-28,payment_issue,email,24.7,-0.03,0
TKT001743,CUST02169,2025-05-29,general_query,email,30.1,-0.46,1
TKT001744,CUST02169,2025-05-12,payment_issue,chat,1,-0.76,1
TKT001745,CUST02170,2025-05-08,wrong_item,call,23.0,-1,0
TKT001746,CUST02170,2024-11-15,late_delivery,email,19.0,-0.59,0
TKT001747,CUST02170,2024-07-14,wrong_item,chat,1,0.23,0
TKT001748,CUST02172,2025-08-09,payment_issue,call,8.7,0.37,0
TKT001749,CUST02172,2025-06-01,late_delivery,chat,7.3,-0.78,0
TKT001750,CUST02172,2025-01-18,damaged_item,call,29.9,-1,0
TKT001751,CUST02173,2025-09-30,refund_delay,chat,31.7,0.02,0
TKT001752,CUST02174,2025-05-20,refund_delay,chat,31.9,-0.28,0
TKT001753,CUST02174,2024-09-23,payment_issue,email,42.8,-0.96,0
TKT001754,CUST02178,2025-09-06,general_query,chat,29.1,-0.84,0
TKT001755,CUST02179,2025-09-27,late_delivery,email,21.0,0.62,0
TKT001756,CUST02180,2024-10-06,product_reaction,email,38.4,-0.63,1
TKT001757,CUST02182,2025-07-20,general_query,chat,37.4,-1,0
TKT001758,CUST02184,2025-04-05,product_reaction,call,40.4,-0.15,0
TKT001759,CUST02185,2024-08-17,wrong_item,call,34.9,-0.96,0
TKT001760,CUST02189,2025-04-24,wrong_item,call,4.2,0.09,1
TKT001761,CUST02190,2024-12-26,general_query,email,25.7,-0.64,0
TKT001762,CUST02195,2024-12-20,damaged_item,email,11.9,-0.04,0
TKT001763,CUST02199,2025-01-25,late_delivery,call,13.2,0.17,0
TKT001764,CUST02199,2025-07-05,product_reaction,chat,26.0,-0.93,0
TKT001765,CUST02206,2025-01-04,product_reaction,email,37.8,0.31,0
TKT001766,CUST02207,2025-04-13,late_delivery,email,1,-0.21,0
TKT001767,CUST02207,2025-08-19,general_query,call,25.9,-0.03,0
TKT001768,CUST02207,2024-09-23,product_reaction,email,44.5,-0.24,1
TKT001769,CUST02208,2025-06-03,damaged_item,call,23.9,-0.9,0
TKT001770,CUST02211,2024-11-14,damaged_item,chat,20.1,-0.3,0
TKT001771,CUST02213,2025-06-06,general_query,chat,15.8,-0.33,0
TKT001772,CUST02213,2025-08-25,refund_delay,email,28.5,-0.92,0
TKT001773,CUST02214,2025-03-13,refund_delay,email,41.5,-0.87,0
TKT001774,CUST02214,2024-10-27,wrong_item,call,25.4,-1,1
TKT001775,CUST02214,2024-06-03,payment_issue,chat,22.5,-0.81,0
TKT001776,CUST02215,2025-08-25,late_delivery,email,6.4,0.77,0
TKT001777,CUST02216,2025-02-21,late_delivery,email,31.0,-1,0
TKT001778,CUST02216,2025-07-09,refund_delay,call,52.7,-1,1
TKT001779,CUST02218,2025-04-19,refund_delay,email,37.0,-0.78,0
TKT001780,CUST02222,2025-07-05,general_query,email,32.9,0.03,0
TKT001781,CUST02224,2025-02-05,late_delivery,call,42.4,-0.52,0
TKT001782,CUST02225,2024-11-27,general_query,call,32.5,-1,0
TKT001783,CUST02225,2024-08-15,refund_delay,email,13.1,0.43,1
TKT001784,CUST02226,2024-09-12,late_delivery,email,45.8,-1,0
TKT001785,CUST02226,2024-12-10,damaged_item,chat,1,-0.46,0
TKT001786,CUST02226,2025-08-24,general_query,chat,31.7,-0.67,0
TKT001787,CUST02227,2025-09-07,payment_issue,email,16.4,-0.51,1
TKT001788,CUST02228,2025-01-06,refund_delay,chat,13.2,0.22,0
TKT001789,CUST02228,2025-07-07,general_query,email,18.9,0.06,0
TKT001790,CUST02229,2024-08-30,late_delivery,email,39.1,-1,0
TKT001791,CUST02234,2025-04-24,payment_issue,email,5.8,0.56,0
TKT001792,CUST02237,2024-10-27,wrong_item,chat,29.2,-0.17,0
TKT001793,CUST02238,2025-05-10,damaged_item,chat,32.1,-0.6,0
TKT001794,CUST02238,2025-07-19,refund_delay,chat,35.1,-0.38,0
TKT001795,CUST02238,2025-03-31,damaged_item,chat,34.5,-0.97,0
TKT001796,CUST02242,2025-04-06,general_query,chat,24.2,-1.0,1
TKT001797,CUST02243,2024-10-01,late_delivery,chat,1,-0.84,0
TKT001798,CUST02245,2024-01-16,wrong_item,email,19.4,0.09,0
TKT001799,CUST02245,2024-06-27,refund_delay,email,52.0,-0.47,0
TKT001800,CUST02246,2025-05-05,damaged_item,call,36.4,-1,0
TKT001801,CUST02249,2025-07-23,refund_delay,chat,50.3,-0.77,0
TKT001802,CUST02250,2024-11-01,refund_delay,email,49.1,-1,0
TKT001803,CUST02250,2025-08-02,general_query,email,23.0,-0.51,0
TKT001804,CUST02250,2025-09-23,payment_issue,call,36.9,-1,0
TKT001805,CUST02252,2024-10-11,payment_issue,call,29.6,-0.41,0
TKT001806,CUST02252,2024-11-10,wrong_item,chat,1,-0.78,0
TKT001807,CUST02253,2025-06-24,product_reaction,chat,33.6,-0.56,0
TKT001808,CUST02253,2025-05-26,damaged_item,email,1,-0.05,0
TKT001809,CUST02254,2025-07-11,late_delivery,chat,24.4,-0.35,1
TKT001810,CUST02256,2025-02-27,refund_delay,chat,60.2,-0.9,1
TKT001811,CUST02257,2025-08-03,late_delivery,chat,25.5,-0.56,1
TKT001812,CUST02257,2024-12-11,late_delivery,email,30.2,0.09,0
TKT001813,CUST02257,2024-08-06,refund_delay,email,33.5,-0.54,0
TKT001814,CUST02258,2025-01-26,wrong_item,email,27.2,0.11,0
TKT001815,CUST02260,2025-03-25,refund_delay,email,37.8,-0.96,0
TKT001816,CUST02261,2025-05-25,wrong_item,email,26.0,0.3,0
TKT001817,CUST02261,2025-05-14,damaged_item,email,31.7,-0.42,1
TKT001818,CUST02262,2025-02-22,general_query,email,15.2,-0.04,0
TKT001819,CUST02264,2025-08-19,late_delivery,email,24.1,-1,1
TKT001820,CUST02267,2025-02-17,product_reaction,chat,27.7,-0.51,0
TKT001821,CUST02267,2025-03-12,refund_delay,email,36.5,-1,0
TKT001822,CUST02269,2025-07-17,damaged_item,email,1,0.11,0
TKT001823,CUST02270,2024-06-30,refund_delay,chat,45.9,-0.38,0
TKT001824,CUST02271,2025-01-01,late_delivery,chat,13.3,-0.3,0
TKT001825,CUST02272,2024-12-31,wrong_item,chat,37.2,-1,0
TKT001826,CUST02272,2025-08-07,general_query,call,14.7,-0.85,1
TKT001827,CUST02272,2024-04-10,refund_delay,email,26.5,-0.11,0
TKT001828,CUST02272,2025-08-06,product_reaction,chat,33.7,-0.16,0
TKT001829,CUST02274,2025-07-24,refund_delay,chat,39.9,0.17,0
TKT001830,CUST02276,2025-01-10,payment_issue,email,12.5,0.38,0
TKT001831,CUST02276,2024-12-17,damaged_item,email,3.5,-0.93,0
TKT001832,CUST02278,2025-01-26,refund_delay,chat,27.3,-0.46,1
TKT001833,CUST02282,2025-09-30,wrong_item,chat,41.2,-1,0
TKT001834,CUST02284,2025-08-28,late_delivery,email,28.9,-0.55,1
TKT001835,CUST02285,2025-09-19,general_query,chat,18.4,-0.2,1
TKT001836,CUST02287,2024-11-28,wrong_item,chat,12.9,-0.35,0
TKT001837,CUST02288,2025-06-28,payment_issue,email,35.0,-0.99,0
TKT001838,CUST02289,2025-05-11,late_delivery,email,4.4,0.06,1
TKT001839,CUST02290,2025-07-24,general_query,email,29.3,-0.28,0
TKT001840,CUST02290,2025-05-17,wrong_item,chat,25.0,-0.42,0
TKT001841,CUST02292,2025-09-21,general_query,chat,15.0,-1,0
TKT001842,CUST02294,2025-09-20,late_delivery,call,35.2,-1,0
TKT001843,CUST02295,2025-09-16,damaged_item,call,1.9,0.36,0
TKT001844,CUST02296,2025-07-24,payment_issue,email,22.6,-0.65,0
TKT001845,CUST02296,2025-03-07,refund_delay,email,45.5,-1,1
TKT001846,CUST02298,2024-11-04,damaged_item,chat,21.6,0.58,0
TKT001847,CUST02302,2024-05-01,late_delivery,email,18.8,-0.23,0
TKT001848,CUST02303,2025-09-13,late_delivery,call,23.5,-0.93,0
TKT001849,CUST02306,2025-07-30,general_query,call,2.8,0.79,0
TKT001850,CUST02310,2025-09-06,damaged_item,email,10.5,-0.16,0
TKT001851,CUST02310,2024-06-17,general_query,email,23.2,-0.49,0
TKT001852,CUST02311,2025-02-18,wrong_item,call,21.1,-0.24,0
TKT001853,CUST02312,2025-02-16,refund_delay,call,27.2,-0.56,0
TKT001854,CUST02312,2024-12-22,late_delivery,call,9.8,-0.11,0
TKT001855,CUST02312,2024-11-03,general_query,call,18.1,-0.01,0
TKT001856,CUST02315,2024-12-14,general_query,call,41.5,-0.43,1
TKT001857,CUST02315,2024-04-15,product_reaction,call,65.1,-1,0
TKT001858,CUST02315,2025-08-29,wrong_item,chat,17.3,-0.98,1
TKT001859,CUST02317,2025-05-15,general_query,chat,29.8,-0.69,0
TKT001860,CUST02317,2025-06-23,damaged_item,email,31.1,-0.69,0
TKT001861,CUST02321,2025-04-23,general_query,call,3.1,-1,0
TKT001862,CUST02323,2025-03-26,late_delivery,chat,25.3,-0.28,0
TKT001863,CUST02324,2025-04-01,wrong_item,chat,18.8,0.04,0
TKT001864,CUST02325,2024-11-08,late_delivery,chat,34.9,-0.29,0
TKT001865,CUST02327,2025-04-24,late_delivery,call,15.1,-0.83,0
TKT001866,CUST02329,2025-04-02,damaged_item,call,1,0.63,0
TKT001867,CUST02330,2025-04-27,damaged_item,call,27.8,-1,0
TKT001868,CUST02330,2025-07-25,wrong_item,email,23.4,-0.09,0
